player_id,fotmob_player_id,fotmob_player_name,Club,nationality,position,expiry_rows,post_contract_rows,expiry_mean_rating,post_contract_mean_rating,expiry_weighted_rating,post_contract_weighted_rating,expiry_minutes,post_contract_minutes,mercenary_index_mean,mercenary_index_weighted,reliability_flag
401475,685833,Oscar Dorley,SK Slavia Prague,Liberia,Defense,3,7,0,5.96061224489796,0,6.297136147892731,610,1881,-5.96061224489796,-6.297136147892731,TRUE
323325,822402,Leo Bengtsson,Aris Limassol,Sweden,Attack,3,7,0,6.014863945578232,0,6.473153215786523,447,1589,-6.014863945578232,-6.473153215786523,TRUE
101500,196308,Matej Vydra,FC Viktoria Plzen,Czech Republic,Attack,3,8,0,6.131845238095239,0,6.56403223501532,755,1709,-6.131845238095239,-6.56403223501532,TRUE
725816,1435849,Bernt Klaverboer,SC Heerenveen,Netherlands,Goalkeeper,1,7,0,6.378945578231293,0,6.638469387755103,7,2430,-6.378945578231293,-6.638469387755103,FALSE
203124,338299,David von Ballmoos,BSC Young Boys,Switzerland,Goalkeeper,1,3,0,5.847777777777777,0,6.683333333333334,120,900,-5.847777777777777,-6.683333333333334,FALSE
160482,566822,Ivica Ivusic,Pafos FC,Croatia,Goalkeeper,3,3,0,4.149444444444443,0,6.71111111111111,540,810,-4.149444444444443,-6.71111111111111,TRUE
757272,1233682,Adam Montgomery,Queen's Park FC,Scotland,Defense,3,3,0,6.811111111111114,0,6.792991452991453,630,651,-6.811111111111114,-6.792991452991453,TRUE
905345,1604812,Henrique Arreiol,Sporting CP B,Portugal,Midfield,2,2,0,4.379166666666665,0,6.816804979253115,269,260,-4.379166666666665,-6.816804979253115,TRUE
135617,339032,Thiago Mendes,Al-Rayyan SC,Brazil,Midfield,1,2,0,3.975,0,6.822651763740771,144,516,-3.975,-6.822651763740771,FALSE
242089,463967,Jindrich Stanek,SK Slavia Prague,Czech Republic,Goalkeeper,3,7,0,6.3571428571428585,0,6.876666666666667,525,2250,-6.3571428571428585,-6.876666666666667,TRUE
493758,883759,David Doudera,Czech Republic,Czech Republic,Midfield,3,7,0.7,6.8053741496598645,0.21000000000000002,7.304013802329157,709,1789,-6.105374149659864,-7.094013802329157,TRUE
181687,305219,Massimo Luongo,Ipswich Town,Australia,Midfield,2,2,0,7.241666666666665,0,7.40238095238095,16,375,-7.241666666666665,-7.40238095238095,FALSE
539795,1073979,Bryan Okoh,FC Liefering,Switzerland,Defense,2,1,0,7.6,0,7.60279329608939,336,358,-7.6,-7.60279329608939,FALSE
