model_name,sample_name,outcome_name,spec_name,term,estimate,std_error,t_value,p_value,nobs
expiry_selection,source_league_full,Minutes_tm,spell_month,expiry_bin_6m::12:18,25.600142606384555,3.9010271797285214,6.5624107259273465,5.616349049712681e-11,231753
expiry_selection,source_league_full,Minutes_tm,spell_month,expiry_bin_6m::18:24,42.48437839423381,3.0855859451942202,13.768658254489052,1.1725127985129951e-42,231753
expiry_selection,source_league_full,Minutes_tm,spell_month,expiry_bin_6m::30:36,16.946167336509244,2.1081129616505545,8.038548049740742,1.0360347673976622e-15,231753
expiry_selection,source_league_full,Minutes_tm,spell_month,expiry_bin_6m::36:48,-12.925025003540522,4.282407381775064,-3.018168018892,0.002550902233746658,231753
expiry_selection,source_league_full,Minutes_tm,spell_month,expiry_bin_6m::48+,-36.234149163676605,7.307614581599778,-4.958409992627751,7.250042539965624e-7,231753
bosman_selection,source_league_full,Matches_tm,spell_month,BosmanTRUE,0.056878120024726406,0.0215293333969332,2.6418895084242857,0.008260166714312645,231753
expiry_selection,source_league_full,Matches_tm,spell_month,expiry_bin_6m::0:6,0.9847970944213552,0.09238658679991382,10.659524596943696,2.342038908056733e-26,231753
expiry_selection,source_league_full,Matches_tm,spell_month,expiry_bin_6m::6:12,1.1169450519671014,0.07882123394399645,14.17061109143135,4.73355482112572e-45,231753
expiry_selection,source_league_full,Matches_tm,spell_month,expiry_bin_6m::12:18,0.438102578493621,0.050557892459984155,8.665364736878082,5.364770591753732e-18,231753
expiry_selection,source_league_full,Matches_tm,spell_month,expiry_bin_6m::18:24,0.6695627117345812,0.0400836211567407,16.704147290394783,1.2704496763704131e-61,231753
expiry_selection,source_league_full,Matches_tm,spell_month,expiry_bin_6m::30:36,0.2489084311253855,0.02686853252577962,9.263938433800384,2.4760097154873732e-20,231753
expiry_selection,source_league_full,Matches_tm,spell_month,expiry_bin_6m::36:48,-0.22933722198705164,0.0557005748138022,-4.1173223571513935,3.870648174765014e-5,231753
expiry_selection,source_league_full,Matches_tm,spell_month,expiry_bin_6m::48+,-0.5790620348594006,0.09611946438053821,-6.024399309664132,1.7706935004033691e-9,231753
bosman_selection,source_league_full,played_fotmob,spell_month,BosmanTRUE,-0.004617957500825685,0.00385802705079762,-1.1969738521846174,0.23135274581387333,164071
expiry_selection,source_league_full,played_fotmob,spell_month,expiry_bin_6m::0:6,-0.060353051836857824,0.014285429677455865,-4.224797797444079,2.4184872747133996e-5,164071
expiry_selection,source_league_full,played_fotmob,spell_month,expiry_bin_6m::6:12,-0.057331754287031716,0.012356697580307828,-4.639731118644362,3.5449394440787153e-6,164071
expiry_selection,source_league_full,played_fotmob,spell_month,expiry_bin_6m::12:18,-0.023981616664769063,0.007889525424366956,-3.039677974888244,0.002376081506846757,164071
expiry_selection,source_league_full,played_fotmob,spell_month,expiry_bin_6m::18:24,-0.027841195994525152,0.0063494957692049325,-4.384788494474634,1.176060749065399e-5,164071
expiry_selection,source_league_full,played_fotmob,spell_month,expiry_bin_6m::30:36,0.0018289842189017603,0.004314024831858966,0.4239623762465986,0.6716048218975954,164071
expiry_selection,source_league_full,played_fotmob,spell_month,expiry_bin_6m::36:48,0.02367500677612713,0.008456772398899231,2.799532216239941,0.005130117230092328,164071
expiry_selection,source_league_full,played_fotmob,spell_month,expiry_bin_6m::48+,0.028510474059139847,0.01529173892211764,1.864436360334593,0.06229759345814378,164071
bosman_selection,source_league_full,fotmob_minutes,spell_month,BosmanTRUE,1.6589747831465171,1.80963694611023,0.9167445363626349,0.35930457041036645,164071
