tm_player_id,player_name_tm,fotmob_player_id,fotmob_player_name,date_of_birth,fotmob_dob,dob_status,merge_safe,review_flag
574949,Richard,882625,Richard,1999-10-11,1994-02-18,mismatch,FALSE,ambiguous_top_match
702713,Richard,882625,Richard,2001-08-02,1994-02-18,mismatch,FALSE,ambiguous_top_match
175230,Rildo,1174629,Rildo,1989-03-20,2000-01-21,mismatch,FALSE,many_candidates
800177,Rildo,1174629,Rildo,2000-01-21,2000-01-21,verified,TRUE,auto_keep_candidate
643119,Riquelme,1634629,Riquelme,2002-08-28,2006-08-13,mismatch,FALSE,ambiguous_top_match
1097826,Riquelme,1634629,Riquelme,2006-01-07,2006-08-13,verified,TRUE,ambiguous_top_match
1221317,Riquelme,1634629,Riquelme,2006-08-13,2006-08-13,verified,TRUE,auto_keep_candidate
1084714,Robert,1606408,Robert,2005-04-13,2003-07-20,mismatch,FALSE,ambiguous_top_match
1124553,Robert,1606408,Robert,2005-02-03,2003-07-20,mismatch,FALSE,ambiguous_top_match
15511,Robinho,1461827,Robinho,1984-01-25,2002-08-07,mismatch,FALSE,ambiguous_top_match
75833,Robinho,1461827,Robinho,1987-11-10,2002-08-07,mismatch,FALSE,ambiguous_top_match
347184,Robinho,1461827,Robinho,1995-01-19,2002-08-07,mismatch,FALSE,ambiguous_top_match
513882,Robinho,1461827,Robinho,1995-07-21,2002-08-07,mismatch,FALSE,ambiguous_top_match
555629,Robinho,1461827,Robinho,1998-10-20,2002-08-07,mismatch,FALSE,ambiguous_top_match
591353,Robinho,1461827,Robinho,1997-07-31,2002-08-07,mismatch,FALSE,ambiguous_top_match
161188,Robson,498459,Robson,1991-05-30,1991-05-30,verified,TRUE,ambiguous_top_match
280762,Robson,498459,Robson,1994-02-14,1991-05-30,mismatch,FALSE,ambiguous_top_match
902033,Robson,498459,Robson,2000-07-09,1991-05-30,mismatch,FALSE,ambiguous_top_match
131505,Rodrigo,640410,Rodrigo,1991-03-06,1987-03-10,mismatch,FALSE,ambiguous_top_match
349420,Rodrigo,640410,Rodrigo,1987-03-10,1987-03-10,verified,TRUE,auto_keep_candidate
388236,Rodrigo,640410,Rodrigo,1992-12-26,1987-03-10,mismatch,FALSE,ambiguous_top_match
605724,Rodrigo,640410,Rodrigo,1995-05-01,1987-03-10,mismatch,FALSE,ambiguous_top_match
1009017,Rodrigo,640410,Rodrigo,2002-06-04,1987-03-10,mismatch,FALSE,ambiguous_top_match
